Network Category,Time Step,Robot ID,X, Y,Degree, SD Est
12-Matrix,62,0,0,0,2,2.2
12-Matrix,62,1,50,0,3,3
12-Matrix,62,2,100,0,3,3
12-Matrix,62,3,150,0,2,2.2
12-Matrix,62,4,0,50,3,2.9333334
12-Matrix,62,5,50,50,4,3.8500001
12-Matrix,62,6,100,50,4,3.8500001
12-Matrix,62,7,150,50,3,2.9333334
12-Matrix,62,8,0,100,2,2.2
12-Matrix,62,9,50,100,3,3
12-Matrix,62,10,100,100,3,3
12-Matrix,62,11,150,100,2,2.2
12-Matrix,63,0,0,0,2,2.2
12-Matrix,63,1,50,0,3,3
12-Matrix,63,2,100,0,3,3
12-Matrix,63,3,150,0,2,2.2
12-Matrix,63,4,0,50,3,2.9333334
12-Matrix,63,5,50,50,4,3.8500001
12-Matrix,63,6,100,50,4,3.8500001
12-Matrix,63,7,150,50,3,2.9333334
12-Matrix,63,8,0,100,2,2.2
12-Matrix,63,9,50,100,3,3
12-Matrix,63,10,100,100,3,3
12-Matrix,63,11,150,100,2,2.2
12-Matrix,64,0,0,0,2,2.2
12-Matrix,64,1,50,0,3,3
12-Matrix,64,2,100,0,3,3
12-Matrix,64,3,150,0,2,2.2
12-Matrix,64,4,0,50,3,2.9333334
12-Matrix,64,5,50,50,4,3.8500001
12-Matrix,64,6,100,50,4,3.8500001
12-Matrix,64,7,150,50,3,2.9333334
12-Matrix,64,8,0,100,2,2.2
12-Matrix,64,9,50,100,3,3
12-Matrix,64,10,100,100,3,3
12-Matrix,64,11,150,100,2,2.2
12-Matrix,65,0,0,0,2,2.2
12-Matrix,65,1,50,0,3,3
12-Matrix,65,2,100,0,3,3
12-Matrix,65,3,150,0,2,2.2
12-Matrix,65,4,0,50,3,2.9333334
12-Matrix,65,5,50,50,4,3.8500001
12-Matrix,65,6,100,50,4,3.8500001
12-Matrix,65,7,150,50,3,2.9333334
12-Matrix,65,8,0,100,2,2.2
12-Matrix,65,9,50,100,3,3
12-Matrix,65,10,100,100,3,3
12-Matrix,65,11,150,100,2,2.2
12-Matrix,66,0,0,0,2,2.2
12-Matrix,66,1,50,0,3,3
12-Matrix,66,2,100,0,3,3
12-Matrix,66,3,150,0,2,2.2
12-Matrix,66,4,0,50,3,2.9333334
12-Matrix,66,5,50,50,4,3.8500001
12-Matrix,66,6,100,50,4,3.8500001
12-Matrix,66,7,150,50,3,2.9333334
12-Matrix,66,8,0,100,2,2.2
12-Matrix,66,9,50,100,3,3
12-Matrix,66,10,100,100,3,3
12-Matrix,66,11,150,100,2,2.2
12-Matrix,67,0,0,0,2,2.2
12-Matrix,67,1,50,0,3,3
12-Matrix,67,2,100,0,3,3
12-Matrix,67,3,150,0,2,2.2
12-Matrix,67,4,0,50,3,2.9333334
12-Matrix,67,5,50,50,4,3.8500001
12-Matrix,67,6,100,50,4,3.8500001
12-Matrix,67,7,150,50,3,2.9333334
12-Matrix,67,8,0,100,2,2.2
12-Matrix,67,9,50,100,3,3
12-Matrix,67,10,100,100,3,3
12-Matrix,67,11,150,100,2,2.2
12-Matrix,68,0,0,0,2,2.2
12-Matrix,68,1,50,0,3,3
12-Matrix,68,2,100,0,3,3
12-Matrix,68,3,150,0,2,2.2
12-Matrix,68,4,0,50,3,2.9333334
12-Matrix,68,5,50,50,4,3.8500001
12-Matrix,68,6,100,50,4,3.8500001
12-Matrix,68,7,150,50,3,2.9333334
12-Matrix,68,8,0,100,2,2.2
12-Matrix,68,9,50,100,3,3
12-Matrix,68,10,100,100,3,3
12-Matrix,68,11,150,100,2,2.2
12-Matrix,69,0,0,0,2,2.2
12-Matrix,69,1,50,0,3,3
12-Matrix,69,2,100,0,3,3
12-Matrix,69,3,150,0,2,2.2
12-Matrix,69,4,0,50,3,2.9333334
12-Matrix,69,5,50,50,4,3.8500001
12-Matrix,69,6,100,50,4,3.8500001
12-Matrix,69,7,150,50,3,2.9333334
12-Matrix,69,8,0,100,2,2.2
12-Matrix,69,9,50,100,3,3
12-Matrix,69,10,100,100,3,3
12-Matrix,69,11,150,100,2,2.2
12-Matrix,70,0,0,0,2,2.2
12-Matrix,70,1,50,0,3,3
12-Matrix,70,2,100,0,3,3
12-Matrix,70,3,150,0,2,2.2
12-Matrix,70,4,0,50,3,2.9333334
12-Matrix,70,5,50,50,4,3.8500001
12-Matrix,70,6,100,50,4,3.8500001
12-Matrix,70,7,150,50,3,2.9333334
12-Matrix,70,8,0,100,2,2.2
12-Matrix,70,9,50,100,3,3
12-Matrix,70,10,100,100,3,3
12-Matrix,70,11,150,100,2,2.2
12-Matrix,71,0,0,0,2,2.2
12-Matrix,71,1,50,0,3,3
12-Matrix,71,2,100,0,3,3
12-Matrix,71,3,150,0,2,2.2
12-Matrix,71,4,0,50,3,2.9333334
12-Matrix,71,5,50,50,4,3.8500001
12-Matrix,71,6,100,50,4,3.8500001
12-Matrix,71,7,150,50,3,2.9333334
12-Matrix,71,8,0,100,2,2.2
12-Matrix,71,9,50,100,3,3
12-Matrix,71,10,100,100,3,3
12-Matrix,71,11,150,100,2,2.2
12-Matrix,72,0,0,0,2,2.2
12-Matrix,72,1,50,0,3,3
12-Matrix,72,2,100,0,3,3
12-Matrix,72,3,150,0,2,2.2
12-Matrix,72,4,0,50,3,2.9333334
12-Matrix,72,5,50,50,4,3.8500001
12-Matrix,72,6,100,50,4,3.8500001
12-Matrix,72,7,150,50,3,2.9333334
12-Matrix,72,8,0,100,2,2.2
12-Matrix,72,9,50,100,3,3
12-Matrix,72,10,100,100,3,3
12-Matrix,72,11,150,100,2,2.2
12-Matrix,73,0,0,0,2,2.2
12-Matrix,73,1,50,0,3,3
12-Matrix,73,2,100,0,3,3
12-Matrix,73,3,150,0,2,2.2
12-Matrix,73,4,0,50,3,2.9333334
12-Matrix,73,5,50,50,4,3.8500001
12-Matrix,73,6,100,50,4,3.8500001
12-Matrix,73,7,150,50,3,2.9333334
12-Matrix,73,8,0,100,2,2.2
12-Matrix,73,9,50,100,3,3
12-Matrix,73,10,100,100,3,3
12-Matrix,73,11,150,100,2,2.2
12-Matrix,74,0,0,0,2,2.2
12-Matrix,74,1,50,0,3,3
12-Matrix,74,2,100,0,3,3
12-Matrix,74,3,150,0,2,2.2
12-Matrix,74,4,0,50,3,2.9333334
12-Matrix,74,5,50,50,4,3.8500001
12-Matrix,74,6,100,50,4,3.8500001
12-Matrix,74,7,150,50,3,2.9333334
12-Matrix,74,8,0,100,2,2.2
12-Matrix,74,9,50,100,3,3
12-Matrix,74,10,100,100,3,3
12-Matrix,74,11,150,100,2,2.2
12-Matrix,75,0,0,0,2,2.2
12-Matrix,75,1,50,0,3,3
12-Matrix,75,2,100,0,3,3
12-Matrix,75,3,150,0,2,2.2
12-Matrix,75,4,0,50,3,2.9333334
12-Matrix,75,5,50,50,4,3.8500001
12-Matrix,75,6,100,50,4,3.8500001
12-Matrix,75,7,150,50,3,2.9333334
12-Matrix,75,8,0,100,2,2.2
12-Matrix,75,9,50,100,3,3
12-Matrix,75,10,100,100,3,3
12-Matrix,75,11,150,100,2,2.2
12-Matrix,76,0,0,0,2,2.2
12-Matrix,76,1,50,0,3,3
12-Matrix,76,2,100,0,3,3
12-Matrix,76,3,150,0,2,2.2
12-Matrix,76,4,0,50,3,2.9333334
12-Matrix,76,5,50,50,4,3.8500001
12-Matrix,76,6,100,50,4,3.8500001
12-Matrix,76,7,150,50,3,2.9333334
12-Matrix,76,8,0,100,2,2.2
12-Matrix,76,9,50,100,3,3
12-Matrix,76,10,100,100,3,3
12-Matrix,76,11,150,100,2,2.2
12-Matrix,77,0,0,0,2,2.2
12-Matrix,77,1,50,0,3,3
12-Matrix,77,2,100,0,3,3
12-Matrix,77,3,150,0,2,2.2
12-Matrix,77,4,0,50,3,2.9333334
12-Matrix,77,5,50,50,4,3.8500001
12-Matrix,77,6,100,50,4,3.8500001
12-Matrix,77,7,150,50,3,2.9333334
12-Matrix,77,8,0,100,2,2.2
12-Matrix,77,9,50,100,3,3
12-Matrix,77,10,100,100,3,3
12-Matrix,77,11,150,100,2,2.2
12-Matrix,78,0,0,0,2,2.2
12-Matrix,78,1,50,0,3,3
12-Matrix,78,2,100,0,3,3
12-Matrix,78,3,150,0,2,2.2
12-Matrix,78,4,0,50,3,2.9333334
12-Matrix,78,5,50,50,4,3.8500001
12-Matrix,78,6,100,50,4,3.8500001
12-Matrix,78,7,150,50,3,2.9333334
12-Matrix,78,8,0,100,2,2.2
12-Matrix,78,9,50,100,3,3
12-Matrix,78,10,100,100,3,3
12-Matrix,78,11,150,100,2,2.2
12-Matrix,79,0,0,0,2,2.2
12-Matrix,79,1,50,0,3,3
12-Matrix,79,2,100,0,3,3
12-Matrix,79,3,150,0,2,2.2
12-Matrix,79,4,0,50,3,2.9333334
12-Matrix,79,5,50,50,4,3.8500001
12-Matrix,79,6,100,50,4,3.8500001
12-Matrix,79,7,150,50,3,2.9333334
12-Matrix,79,8,0,100,2,2.2
12-Matrix,79,9,50,100,3,3
12-Matrix,79,10,100,100,3,3
12-Matrix,79,11,150,100,2,2.2
12-Matrix,80,0,0,0,2,2.2
12-Matrix,80,1,50,0,3,3
12-Matrix,80,2,100,0,3,3
12-Matrix,80,3,150,0,2,2.2
12-Matrix,80,4,0,50,3,2.9333334
12-Matrix,80,5,50,50,4,3.8500001
12-Matrix,80,6,100,50,4,3.8500001
12-Matrix,80,7,150,50,3,2.9333334
12-Matrix,80,8,0,100,2,2.2
12-Matrix,80,9,50,100,3,3
12-Matrix,80,10,100,100,3,3
12-Matrix,80,11,150,100,2,2.2
12-Matrix,81,0,0,0,2,2.2
12-Matrix,81,1,50,0,3,3
12-Matrix,81,2,100,0,3,3
12-Matrix,81,3,150,0,2,2.2
12-Matrix,81,4,0,50,3,2.9333334
12-Matrix,81,5,50,50,4,3.8500001
12-Matrix,81,6,100,50,4,3.8500001
12-Matrix,81,7,150,50,3,2.9333334
12-Matrix,81,8,0,100,2,2.2
12-Matrix,81,9,50,100,3,3
12-Matrix,81,10,100,100,3,3
12-Matrix,81,11,150,100,2,2.2
12-Matrix,82,0,0,0,2,2.2
12-Matrix,82,1,50,0,3,3
12-Matrix,82,2,100,0,3,3
12-Matrix,82,3,150,0,2,2.2
12-Matrix,82,4,0,50,3,2.9333334
12-Matrix,82,5,50,50,4,3.8500001
12-Matrix,82,6,100,50,4,3.8500001
12-Matrix,82,7,150,50,3,2.9333334
12-Matrix,82,8,0,100,2,2.2
12-Matrix,82,9,50,100,3,3
12-Matrix,82,10,100,100,3,3
12-Matrix,82,11,150,100,2,2.2
12-Matrix,83,0,0,0,2,2.2
12-Matrix,83,1,50,0,3,3
12-Matrix,83,2,100,0,3,3
12-Matrix,83,3,150,0,2,2.2
12-Matrix,83,4,0,50,3,2.9333334
12-Matrix,83,5,50,50,4,3.8500001
12-Matrix,83,6,100,50,4,3.8500001
12-Matrix,83,7,150,50,3,2.9333334
12-Matrix,83,8,0,100,2,2.2
12-Matrix,83,9,50,100,3,3
12-Matrix,83,10,100,100,3,3
12-Matrix,83,11,150,100,2,2.2
12-Matrix,84,0,0,0,2,2.2
12-Matrix,84,1,50,0,3,3
12-Matrix,84,2,100,0,3,3
12-Matrix,84,3,150,0,2,2.2
12-Matrix,84,4,0,50,3,2.9333334
12-Matrix,84,5,50,50,4,3.8500001
12-Matrix,84,6,100,50,4,3.8500001
12-Matrix,84,7,150,50,3,2.9333334
12-Matrix,84,8,0,100,2,2.2
12-Matrix,84,9,50,100,3,3
12-Matrix,84,10,100,100,3,3
12-Matrix,84,11,150,100,2,2.2
12-Matrix,85,0,0,0,2,2.2
12-Matrix,85,1,50,0,3,3
12-Matrix,85,2,100,0,3,3
12-Matrix,85,3,150,0,2,2.2
12-Matrix,85,4,0,50,3,2.9333334
12-Matrix,85,5,50,50,4,3.8500001
12-Matrix,85,6,100,50,4,3.8500001
12-Matrix,85,7,150,50,3,2.9333334
12-Matrix,85,8,0,100,2,2.2
12-Matrix,85,9,50,100,3,3
12-Matrix,85,10,100,100,3,3
12-Matrix,85,11,150,100,2,2.2
12-Matrix,86,0,0,0,2,2.2
12-Matrix,86,1,50,0,3,3
12-Matrix,86,2,100,0,3,3
12-Matrix,86,3,150,0,2,2.2
12-Matrix,86,4,0,50,3,2.9333334
12-Matrix,86,5,50,50,4,3.8500001
12-Matrix,86,6,100,50,4,3.8500001
12-Matrix,86,7,150,50,3,2.9333334
12-Matrix,86,8,0,100,2,2.2
12-Matrix,86,9,50,100,3,3
12-Matrix,86,10,100,100,3,3
12-Matrix,86,11,150,100,2,2.2
12-Matrix,87,0,0,0,2,2.2
12-Matrix,87,1,50,0,3,3
12-Matrix,87,2,100,0,3,3
12-Matrix,87,3,150,0,2,2.2
12-Matrix,87,4,0,50,3,2.9333334
12-Matrix,87,5,50,50,4,3.8500001
12-Matrix,87,6,100,50,4,3.8500001
12-Matrix,87,7,150,50,3,2.9333334
12-Matrix,87,8,0,100,2,2.2
12-Matrix,87,9,50,100,3,3
12-Matrix,87,10,100,100,3,3
12-Matrix,87,11,150,100,2,2.2
12-Matrix,88,0,0,0,2,2.2
12-Matrix,88,1,50,0,3,3
12-Matrix,88,2,100,0,3,3
12-Matrix,88,3,150,0,2,2.2
12-Matrix,88,4,0,50,3,2.9333334
12-Matrix,88,5,50,50,4,3.8500001
12-Matrix,88,6,100,50,4,3.8500001
12-Matrix,88,7,150,50,3,2.9333334
12-Matrix,88,8,0,100,2,2.2
12-Matrix,88,9,50,100,3,3
12-Matrix,88,10,100,100,3,3
12-Matrix,88,11,150,100,2,2.2
12-Matrix,89,0,0,0,2,2.2
12-Matrix,89,1,50,0,3,3
12-Matrix,89,2,100,0,3,3
12-Matrix,89,3,150,0,2,2.2
12-Matrix,89,4,0,50,3,2.9333334
12-Matrix,89,5,50,50,4,3.8500001
12-Matrix,89,6,100,50,4,3.8500001
12-Matrix,89,7,150,50,3,2.9333334
12-Matrix,89,8,0,100,2,2.2
12-Matrix,89,9,50,100,3,3
12-Matrix,89,10,100,100,3,3
12-Matrix,89,11,150,100,2,2.2
12-Matrix,90,0,0,0,2,2.2
12-Matrix,90,1,50,0,3,3
12-Matrix,90,2,100,0,3,3
12-Matrix,90,3,150,0,2,2.2
12-Matrix,90,4,0,50,3,2.9333334
12-Matrix,90,5,50,50,4,3.8500001
12-Matrix,90,6,100,50,4,3.8500001
12-Matrix,90,7,150,50,3,2.9333334
12-Matrix,90,8,0,100,2,2.2
12-Matrix,90,9,50,100,3,3
12-Matrix,90,10,100,100,3,3
12-Matrix,90,11,150,100,2,2.2
12-Matrix,91,0,0,0,2,2.2
12-Matrix,91,1,50,0,3,3
12-Matrix,91,2,100,0,3,3
12-Matrix,91,3,150,0,2,2.2
12-Matrix,91,4,0,50,3,2.9333334
12-Matrix,91,5,50,50,4,3.8500001
12-Matrix,91,6,100,50,4,3.8500001
12-Matrix,91,7,150,50,3,2.9333334
12-Matrix,91,8,0,100,2,2.2
12-Matrix,91,9,50,100,3,3
12-Matrix,91,10,100,100,3,3
12-Matrix,91,11,150,100,2,2.2
12-Matrix,92,0,0,0,2,2.2
12-Matrix,92,1,50,0,3,3
12-Matrix,92,2,100,0,3,3
12-Matrix,92,3,150,0,2,2.2
12-Matrix,92,4,0,50,3,2.9333334
12-Matrix,92,5,50,50,4,3.8500001
12-Matrix,92,6,100,50,4,3.8500001
12-Matrix,92,7,150,50,3,2.9333334
12-Matrix,92,8,0,100,2,2.2
12-Matrix,92,9,50,100,3,3
12-Matrix,92,10,100,100,3,3
12-Matrix,92,11,150,100,2,2.2
12-Matrix,93,0,0,0,2,2.2
12-Matrix,93,1,50,0,3,3
12-Matrix,93,2,100,0,3,3
12-Matrix,93,3,150,0,2,2.2
12-Matrix,93,4,0,50,3,2.9333334
12-Matrix,93,5,50,50,4,3.8500001
12-Matrix,93,6,100,50,4,3.8500001
12-Matrix,93,7,150,50,3,2.9333334
12-Matrix,93,8,0,100,2,2.2
12-Matrix,93,9,50,100,3,3
12-Matrix,93,10,100,100,3,3
12-Matrix,93,11,150,100,2,2.2
12-Matrix,94,0,0,0,2,2.2
12-Matrix,94,1,50,0,3,3
12-Matrix,94,2,100,0,3,3
12-Matrix,94,3,150,0,2,2.2
12-Matrix,94,4,0,50,3,2.9333334
12-Matrix,94,5,50,50,4,3.8500001
12-Matrix,94,6,100,50,4,3.8500001
12-Matrix,94,7,150,50,3,2.9333334
12-Matrix,94,8,0,100,2,2.2
12-Matrix,94,9,50,100,3,3
12-Matrix,94,10,100,100,3,3
12-Matrix,94,11,150,100,2,2.2
12-Matrix,95,0,0,0,2,2.2
12-Matrix,95,1,50,0,3,3
12-Matrix,95,2,100,0,3,3
12-Matrix,95,3,150,0,2,2.2
12-Matrix,95,4,0,50,3,2.9333334
12-Matrix,95,5,50,50,4,3.8500001
12-Matrix,95,6,100,50,4,3.8500001
12-Matrix,95,7,150,50,3,2.9333334
12-Matrix,95,8,0,100,2,2.2
12-Matrix,95,9,50,100,3,3
12-Matrix,95,10,100,100,3,3
12-Matrix,95,11,150,100,2,2.2
12-Matrix,96,0,0,0,2,2.2
12-Matrix,96,1,50,0,3,3
12-Matrix,96,2,100,0,3,3
12-Matrix,96,3,150,0,2,2.2
12-Matrix,96,4,0,50,3,2.9333334
12-Matrix,96,5,50,50,4,3.8500001
12-Matrix,96,6,100,50,4,3.8500001
12-Matrix,96,7,150,50,3,2.9333334
12-Matrix,96,8,0,100,2,2.2
12-Matrix,96,9,50,100,3,3
12-Matrix,96,10,100,100,3,3
12-Matrix,96,11,150,100,2,2.2
12-Matrix,97,0,0,0,2,2.2
12-Matrix,97,1,50,0,3,3
12-Matrix,97,2,100,0,3,3
12-Matrix,97,3,150,0,2,2.2
12-Matrix,97,4,0,50,3,2.9333334
12-Matrix,97,5,50,50,4,3.8500001
12-Matrix,97,6,100,50,4,3.8500001
12-Matrix,97,7,150,50,3,2.9333334
12-Matrix,97,8,0,100,2,2.2
12-Matrix,97,9,50,100,3,3
12-Matrix,97,10,100,100,3,3
12-Matrix,97,11,150,100,2,2.2
12-Matrix,98,0,0,0,2,2.2
12-Matrix,98,1,50,0,3,3
12-Matrix,98,2,100,0,3,3
12-Matrix,98,3,150,0,2,2.2
12-Matrix,98,4,0,50,3,2.9333334
12-Matrix,98,5,50,50,4,3.8500001
12-Matrix,98,6,100,50,4,3.8500001
12-Matrix,98,7,150,50,3,2.9333334
12-Matrix,98,8,0,100,2,2.2
12-Matrix,98,9,50,100,3,3
12-Matrix,98,10,100,100,3,3
12-Matrix,98,11,150,100,2,2.2
12-Matrix,99,0,0,0,2,2.2
12-Matrix,99,1,50,0,3,3
12-Matrix,99,2,100,0,3,3
12-Matrix,99,3,150,0,2,2.2
12-Matrix,99,4,0,50,3,2.9333334
12-Matrix,99,5,50,50,4,3.8500001
12-Matrix,99,6,100,50,4,3.8500001
12-Matrix,99,7,150,50,3,2.9333334
12-Matrix,99,8,0,100,2,2.2
12-Matrix,99,9,50,100,3,3
12-Matrix,99,10,100,100,3,3
12-Matrix,99,11,150,100,2,2.2
12-Matrix,100,0,0,0,2,2.2
12-Matrix,100,1,50,0,3,3
12-Matrix,100,2,100,0,3,3
12-Matrix,100,3,150,0,2,2.2
12-Matrix,100,4,0,50,3,2.9333334
12-Matrix,100,5,50,50,4,3.8500001
12-Matrix,100,6,100,50,4,3.8500001
12-Matrix,100,7,150,50,3,2.9333334
12-Matrix,100,8,0,100,2,2.2
12-Matrix,100,9,50,100,3,3
12-Matrix,100,10,100,100,3,3
12-Matrix,100,11,150,100,2,2.2
12-Matrix,101,0,0,0,2,2.2
12-Matrix,101,1,50,0,3,3
12-Matrix,101,2,100,0,3,3
12-Matrix,101,3,150,0,2,2.2
12-Matrix,101,4,0,50,3,2.9333334
12-Matrix,101,5,50,50,4,3.8500001
12-Matrix,101,6,100,50,4,3.8500001
12-Matrix,101,7,150,50,3,2.9333334
12-Matrix,101,8,0,100,2,2.2
12-Matrix,101,9,50,100,3,3
12-Matrix,101,10,100,100,3,3
12-Matrix,101,11,150,100,2,2.2
12-Matrix,102,0,0,0,2,2.2
12-Matrix,102,1,50,0,3,3
12-Matrix,102,2,100,0,3,3
12-Matrix,102,3,150,0,2,2.2
12-Matrix,102,4,0,50,3,2.9333334
12-Matrix,102,5,50,50,4,3.8500001
12-Matrix,102,6,100,50,4,3.8500001
12-Matrix,102,7,150,50,3,2.9333334
12-Matrix,102,8,0,100,2,2.2
12-Matrix,102,9,50,100,3,3
12-Matrix,102,10,100,100,3,3
12-Matrix,102,11,150,100,2,2.2
12-Matrix,103,0,0,0,2,2.2
12-Matrix,103,1,50,0,3,3
12-Matrix,103,2,100,0,3,3
12-Matrix,103,3,150,0,2,2.2
12-Matrix,103,4,0,50,3,2.9333334
12-Matrix,103,5,50,50,4,3.8500001
12-Matrix,103,6,100,50,4,3.8500001
12-Matrix,103,7,150,50,3,2.9333334
12-Matrix,103,8,0,100,2,2.2
12-Matrix,103,9,50,100,3,3
12-Matrix,103,10,100,100,3,3
12-Matrix,103,11,150,100,2,2.2
12-Matrix,104,0,0,0,2,2.2
12-Matrix,104,1,50,0,3,3
12-Matrix,104,2,100,0,3,3
12-Matrix,104,3,150,0,2,2.2
12-Matrix,104,4,0,50,3,2.9333334
12-Matrix,104,5,50,50,4,3.8500001
12-Matrix,104,6,100,50,4,3.8500001
12-Matrix,104,7,150,50,3,2.9333334
12-Matrix,104,8,0,100,2,2.2
12-Matrix,104,9,50,100,3,3
12-Matrix,104,10,100,100,3,3
12-Matrix,104,11,150,100,2,2.2
12-Matrix,105,0,0,0,2,2.2
12-Matrix,105,1,50,0,3,3
12-Matrix,105,2,100,0,3,3
12-Matrix,105,3,150,0,2,2.2
12-Matrix,105,4,0,50,3,2.9333334
12-Matrix,105,5,50,50,4,3.8500001
12-Matrix,105,6,100,50,4,3.8500001
12-Matrix,105,7,150,50,3,2.9333334
12-Matrix,105,8,0,100,2,2.2
12-Matrix,105,9,50,100,3,3
12-Matrix,105,10,100,100,3,3
12-Matrix,105,11,150,100,2,2.2
12-Matrix,106,0,0,0,2,2.2
12-Matrix,106,1,50,0,3,3
12-Matrix,106,2,100,0,3,3
12-Matrix,106,3,150,0,2,2.2
12-Matrix,106,4,0,50,3,2.9333334
12-Matrix,106,5,50,50,4,3.8500001
12-Matrix,106,6,100,50,4,3.8500001
12-Matrix,106,7,150,50,3,2.9333334
12-Matrix,106,8,0,100,2,2.2
12-Matrix,106,9,50,100,3,3
12-Matrix,106,10,100,100,3,3
12-Matrix,106,11,150,100,2,2.2
12-Matrix,107,0,0,0,2,2.2
12-Matrix,107,1,50,0,3,3
12-Matrix,107,2,100,0,3,3
12-Matrix,107,3,150,0,2,2.2
12-Matrix,107,4,0,50,3,2.9333334
12-Matrix,107,5,50,50,4,3.8500001
12-Matrix,107,6,100,50,4,3.8500001
12-Matrix,107,7,150,50,3,2.9333334
12-Matrix,107,8,0,100,2,2.2
12-Matrix,107,9,50,100,3,3
12-Matrix,107,10,100,100,3,3
12-Matrix,107,11,150,100,2,2.2
12-Matrix,108,0,0,0,2,2.2
12-Matrix,108,1,50,0,3,3
12-Matrix,108,2,100,0,3,3
12-Matrix,108,3,150,0,2,2.2
12-Matrix,108,4,0,50,3,2.9333334
12-Matrix,108,5,50,50,4,3.8500001
12-Matrix,108,6,100,50,4,3.8500001
12-Matrix,108,7,150,50,3,2.9333334
12-Matrix,108,8,0,100,2,2.2
12-Matrix,108,9,50,100,3,3
12-Matrix,108,10,100,100,3,3
12-Matrix,108,11,150,100,2,2.2
12-Matrix,109,0,0,0,2,2.2
12-Matrix,109,1,50,0,3,3
12-Matrix,109,2,100,0,3,3
12-Matrix,109,3,150,0,2,2.2
12-Matrix,109,4,0,50,3,2.9333334
12-Matrix,109,5,50,50,4,3.8500001
12-Matrix,109,6,100,50,4,3.8500001
12-Matrix,109,7,150,50,3,2.9333334
12-Matrix,109,8,0,100,2,2.2
12-Matrix,109,9,50,100,3,3
12-Matrix,109,10,100,100,3,3
12-Matrix,109,11,150,100,2,2.2
12-Matrix,110,0,0,0,2,2.2
12-Matrix,110,1,50,0,3,3
12-Matrix,110,2,100,0,3,3
12-Matrix,110,3,150,0,2,2.2
12-Matrix,110,4,0,50,3,2.9333334
12-Matrix,110,5,50,50,4,3.8500001
12-Matrix,110,6,100,50,4,3.8500001
12-Matrix,110,7,150,50,3,2.9333334
12-Matrix,110,8,0,100,2,2.2
12-Matrix,110,9,50,100,3,3
12-Matrix,110,10,100,100,3,3
12-Matrix,110,11,150,100,2,2.2
12-Matrix,111,0,0,0,2,2.2
12-Matrix,111,1,50,0,3,3
12-Matrix,111,2,100,0,3,3
12-Matrix,111,3,150,0,2,2.2
12-Matrix,111,4,0,50,3,2.9333334
12-Matrix,111,5,50,50,4,3.8500001
12-Matrix,111,6,100,50,4,3.8500001
12-Matrix,111,7,150,50,3,2.9333334
12-Matrix,111,8,0,100,2,2.2
12-Matrix,111,9,50,100,3,3
12-Matrix,111,10,100,100,3,3
12-Matrix,111,11,150,100,2,2.2
12-Matrix,112,0,0,0,2,2.2
12-Matrix,112,1,50,0,3,3
12-Matrix,112,2,100,0,3,3
12-Matrix,112,3,150,0,2,2.2
12-Matrix,112,4,0,50,3,2.9333334
12-Matrix,112,5,50,50,4,3.8500001
12-Matrix,112,6,100,50,4,3.8500001
12-Matrix,112,7,150,50,3,2.9333334
12-Matrix,112,8,0,100,2,2.2
12-Matrix,112,9,50,100,3,3
12-Matrix,112,10,100,100,3,3
12-Matrix,112,11,150,100,2,2.2
12-Matrix,113,0,0,0,2,2.2
12-Matrix,113,1,50,0,3,3
12-Matrix,113,2,100,0,3,3
12-Matrix,113,3,150,0,2,2.2
12-Matrix,113,4,0,50,3,2.9333334
12-Matrix,113,5,50,50,4,3.8500001
12-Matrix,113,6,100,50,4,3.8500001
12-Matrix,113,7,150,50,3,2.9333334
12-Matrix,113,8,0,100,2,2.2
12-Matrix,113,9,50,100,3,3
12-Matrix,113,10,100,100,3,3
12-Matrix,113,11,150,100,2,2.2
12-Matrix,114,0,0,0,2,2.2
12-Matrix,114,1,50,0,3,3
12-Matrix,114,2,100,0,3,3
12-Matrix,114,3,150,0,2,2.2
12-Matrix,114,4,0,50,3,2.9333334
12-Matrix,114,5,50,50,4,3.8500001
12-Matrix,114,6,100,50,4,3.8500001
12-Matrix,114,7,150,50,3,2.9333334
12-Matrix,114,8,0,100,2,2.2
12-Matrix,114,9,50,100,3,3
12-Matrix,114,10,100,100,3,3
12-Matrix,114,11,150,100,2,2.2
12-Matrix,115,0,0,0,2,2.2
12-Matrix,115,1,50,0,3,3
12-Matrix,115,2,100,0,3,3
12-Matrix,115,3,150,0,2,2.2
12-Matrix,115,4,0,50,3,2.9333334
12-Matrix,115,5,50,50,4,3.8500001
12-Matrix,115,6,100,50,4,3.8500001
12-Matrix,115,7,150,50,3,2.9333334
12-Matrix,115,8,0,100,2,2.2
12-Matrix,115,9,50,100,3,3
12-Matrix,115,10,100,100,3,3
12-Matrix,115,11,150,100,2,2.2
12-Matrix,116,0,0,0,2,2.2
12-Matrix,116,1,50,0,3,3
12-Matrix,116,2,100,0,3,3
12-Matrix,116,3,150,0,2,2.2
12-Matrix,116,4,0,50,3,2.9333334
12-Matrix,116,5,50,50,4,3.8500001
12-Matrix,116,6,100,50,4,3.8500001
12-Matrix,116,7,150,50,3,2.9333334
12-Matrix,116,8,0,100,2,2.2
12-Matrix,116,9,50,100,3,3
12-Matrix,116,10,100,100,3,3
12-Matrix,116,11,150,100,2,2.2
12-Matrix,117,0,0,0,2,2.2
12-Matrix,117,1,50,0,3,3
12-Matrix,117,2,100,0,3,3
12-Matrix,117,3,150,0,2,2.2
12-Matrix,117,4,0,50,3,2.9333334
